ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0007601	visual perception	31/2803	161/28814	0.000168466051173853	0.00168384927874732	0.00105773396327116	Th/Kcnj10/Rp1l1/Gprc5c/Impg1/Nr2e1/Bfsp2/Col2a1/Ccdc66/Cplx4/Pde6d/Crx/Ngb/Nyx/Rgr/Cryba1/Sema5b/Ush2a/Spata7/Irx5/Gucy2e/Chrnb2/Opn1sw/Crybb2/Cplx3/Cnga3/Rbp4/Sema5a/Unc119/Aipl1/Cabp1	31
GO:0018958	phenol-containing compound metabolic process	26/2803	126/28814	0.000174205411137274	0.00173287075902845	0.00108852750594604	Th/Med1/Kcnj6/Drd2/Trpc1/Insm1/Cga/Sult1a1/Slc24a5/Ddc/Hdc/Foxe1/Kl/Chrnb2/Slco4a1/Gpr37/Sncb/Atp2b2/Pde1b/Maoa/Slc16a2/Drd1/Moxd1/Dct/Gch1/Abat	26
GO:0048259	regulation of receptor-mediated endocytosis	26/2803	126/28814	0.000174205411137274	0.00173287075902845	0.00108852750594604	Angpt1/Drd2/Ldlrap1/Itgav/Vegfa/Rab21/Hap1/Pard3/Magi2/Apoc1/Atxn2/Ankrd13a/Itgb3/Aak1/Gsg1l/Clu/Picalm/Ntf3/App/Dlg4/Ap2a1/Dnajc6/Rspo1/Sgip1/Unc119/Nedd4	26
GO:0003158	endothelium development	27/2803	133/28814	0.000175545867715438	0.00174341964635412	0.0010951539401168	Clic4/Atoh8/Stard13/Acvr1/Vegfa/Ikbkb/Msn/Col18a1/Ptprs/Foxj2/Ctnnb1/Rapgef1/Smad4/Vezf1/Fgf1/Jag1/Pdgfb/Pde2a/Ppp1r16b/Slc40a1/Tgfbr1/Rdx/Met/Rhob/Rock2/Hpse/Fstl1	27
GO:0042176	regulation of protein catabolic process	61/2803	393/28814	0.00017593938902485	0.00174454550232124	0.00109586116261539	Agtpbp1/Fbxl20/Gfap/Azin1/Gabarapl2/Sgsm3/Epha4/Cav1/Agbl4/Vgll4/Ppp2r3a/Rnf19a/Psmd10/Ldlr/Rnft1/Prkaca/Trib2/Rad23a/Arih2/Hmgcr/Mylip/Msn/Socs5/Ogt/Dnajb2/Fhit/Ddrgk1/Det1/Pdcl3/Gja1/Trib1/Mapk8/Grin2c/Trim32/Psmd14/Disc1/Cdk5rap3/Ptk2/Smad4/Clu/Zyg11b/Anks1/Fbxw7/App/Wwp2/Oaz1/Plk3/Timp1/Adam9/Smad7/Dtl/Timp4/Eif3h/Ube3a/Ptk2b/Timp3/Rdx/Gsk3b/Irak3/Nedd4/N4bp1	61
GO:0043583	ear development	43/2803	251/28814	0.000179595797689001	0.00176953011425539	0.00111155560328502	Ece1/Ift27/Epha4/Rpgrip1l/Hmx2/Col2a1/Vangl2/Ripor2/Nog/Tmie/Lrig1/Mycn/Ush2a/Phox2b/Nox3/Plppr4/Neurog1/Cxcl14/Gli3/Jag1/Rest/Bdnf/Fzd3/Gjb6/Anp32b/Ephb2/C1qb/Tshz1/Eya1/Atp2b2/Grhl3/Tmc1/Fzd2/Igfbp7/Mafb/Tbx1/Esrrb/Osr2/Lrig3/Cthrc1/Fzd6/Otx1/Wdr19	43
GO:0033687	osteoblast proliferation	11/2803	33/28814	0.00018414137830458	0.00180959310984809	0.00113672174591051	Itgav/Fignl1/Itgb3/Tmem119/Igf1r/Sfrp1/Lrp5/Osr2/Cthrc1/Gsk3b/Hpse	11
GO:0052547	regulation of peptidase activity	67/2803	443/28814	0.000188996925124884	0.00184754137009836	0.00116055948734044	Cradd/Pdcd5/Mgmt/Pzp/Serpind1/Gsn/Epha4/Sox7/Ngfr/Mbp/Thbs1/Itih4/Itih3/Cav1/Mug1/Nek5/Il6/Aph1c/Pak2/Vegfa/Spink13/Rps27l/Csta1/Ddrgk1/Dap/Fis1/D1Pas1/Dlc1/Arl6ip1/F2r/Fadd/Serpinh1/Adora2a/Nlrc4/Wfikkn2/Wfdc1/Picalm/Apaf1/Lyn/Spock1/Spink2/Rest/Spink8/App/Nlrp3/Mtch2/Anp32b/Grk2/Timp1/Serpinb6a/Itih2/Itih5/Robo1/Map2k5/Rnf7/Atp2a3/P2rx1/Pycard/Prelid1/Stat1/Por/Timp4/Timp3/Prss22/Rock2/Serpinf2/Rag1	67
GO:1904888	cranial skeletal system development	19/2803	80/28814	0.000191483359510411	0.00186891360450052	0.00117398476149264	Chst11/Wnt9b/Nog/Foxe1/Gnas/Ctnnb1/Irx5/Setd2/Rab23/Neurog1/Gli3/Tgfbr2/Fuz/Tbx1/Frem1/Tgfbr1/Foxn3/Ext1/Wdr19	19
GO:0030198	extracellular matrix organization	51/2803	315/28814	0.000205860705197526	0.00199983558699687	0.00125622527385501	Gfap/Lamc1/Apbb2/Tmem38b/Adamts20/Myo1e/Acan/Impg1/Nr2e1/Col2a1/Gfod2/Cav1/Tnfrsf11b/Il6/Col6a4/Ddr2/Col18a1/Egflam/Loxl4/Col1a2/Ibsp/Thsd4/Ctss/Optc/Aplp2/Itgb3/Adamts14/Ptk2/Serpinh1/Kif9/Clasp1/Pbxip1/Slc39a8/App/Adtrp/Ntng2/Colq/Postn/Kazald1/Exoc8/Fbln2/Mmp15/Lmx1b/Tgfbr1/Mmp17/Sema5a/Ets1/Wdr72/Ext1/Serpinf2/Col25a1	51
GO:0007585	respiratory gaseous exchange by respiratory system	17/2803	68/28814	0.000212035310158672	0.00204451507003409	0.00128429132897428	Gaa/Cfap43/Adora1/Chst11/Phox2a/Ecel1/Phox2b/Pbx3/Zfand5/Atp1a2/Man1a2/Ywhaz/Ntsr1/Man2a1/Mafb/Adrb2/Gls	17
GO:0019098	reproductive behavior	17/2803	68/28814	0.000212035310158672	0.00204451507003409	0.00128429132897428	Tacr1/Th/Taar5/Nr3c1/Kalrn/Nhlh2/Hdac4/Slc6a4/Cnr1/Cyp11a1/Aplp2/Npas1/App/Pgr/P2rx1/Drd1/Abat	17
GO:0110148	biomineralization	34/2803	185/28814	0.00021393119342719	0.00205896374261378	0.00129336746892612	Adora1/Suv39h1/Tmem38b/Slc8a1/Pkdcc/P2rx7/Acvr1/Ddr2/Hif1a/Tcirg1/Omd/Col1a2/Gja1/Clec3b/Mepe/Ibsp/Nfe2/Alox5/Tcf7l2/Ptn/Kl/Slc20a1/Adora2a/Mgp/Pthlh/Tmem119/Wnt11/Cftr/Atp2b2/Tbx1/Adrb2/Osr2/Ptk2b/Wdr72	34
GO:0046850	regulation of bone remodeling	16/2803	62/28814	0.00021733895979045	0.00207961690005935	0.00130634104462241	Itgav/P2rx7/Lrp6/Tnfrsf11b/Il6/Vegfa/Gja1/Csf1r/Itgb3/Plekhm1/Tmem119/Car2/Syt7/Def8/Sfrp1/Tmem64	16
GO:0035019	somatic stem cell population maintenance	15/2803	56/28814	0.000217412976062091	0.00207961690005935	0.00130634104462241	Wnt9b/Bcl9/Nr2e1/Vangl2/Nog/Zhx2/Ascl2/Tcf7l2/Ldb1/Rest/Kat6a/Braf/Sfrp1/Lrp5/Kit	15
GO:0007059	chromosome segregation	54/2803	340/28814	0.000224576379528141	0.0021350184966744	0.00134114234845572	Rcc2/Kif18b/Mei1/Brca1/Hdac8/Kif2c/Mms19/Bex6/Smc2/Cep63/Cdc6/Ankrd31/Kif14/Hnrnpu/Esco1/Slc25a5/Smc1a/Anapc4/Meiob/Ube2i/D1Pas1/Nek6/Ect2/Hormad1/Racgap1/Zw10/Kif2b/Ctnnb1/Lcmt1/Becn1/Pinx1/Spc24/Knl1/Tnks/Tex19.1/Fbxw7/Anapc5/Dsn1/Cdc23/Prc1/Stag1/Bub1b/Ttk/Cdca8/Cdc42/Tubg1/Tubg2/Ska1/Usp44/Vps4a/Trappc12/Mlh3/Akap8l/Ncapd3	54
GO:0042692	muscle cell differentiation	66/2803	438/28814	0.000233488915363329	0.0021929645188046	0.00137754196950088	Asf1a/Tmod3/Myog/Slc8a1/Rgs4/Bcl9/Mymk/Nr3c1/Neb/Rara/Akap13/Sema4c/Nek5/Vangl2/Pak1/Tmod1/Ripor2/Hopx/Acvr1/Map2k4/Hdac4/Vegfa/Hnrnpu/Olfr16/Csrp2/Myocd/Atp2a2/Speg/Adrb1/Prkar1a/Trim32/Gdf15/Tanc1/Ctnnb1/Cacna2d2/Megf10/Smad4/Yy1/Sort1/Rgs2/Wfikkn2/Pdlim5/Id2/Pdgfb/Cav3/Tmem119/Bdnf/Rora/Ntf3/Rarb/Hdac5/Epc1/Adra1b/Spag9/Flnc/Smad1/Tbx1/Ank2/Actg1/Rcan1/Met/Nfatc3/Gsk3b/Cd9/Mypn/Kit	66
GO:0045229	external encapsulating structure organization	51/2803	317/28814	0.000240760902913746	0.00225446337209608	0.00141617335216063	Gfap/Lamc1/Apbb2/Tmem38b/Adamts20/Myo1e/Acan/Impg1/Nr2e1/Col2a1/Gfod2/Cav1/Tnfrsf11b/Il6/Col6a4/Ddr2/Col18a1/Egflam/Loxl4/Col1a2/Ibsp/Thsd4/Ctss/Optc/Aplp2/Itgb3/Adamts14/Ptk2/Serpinh1/Kif9/Clasp1/Pbxip1/Slc39a8/App/Adtrp/Ntng2/Colq/Postn/Kazald1/Exoc8/Fbln2/Mmp15/Lmx1b/Tgfbr1/Mmp17/Sema5a/Ets1/Wdr72/Ext1/Serpinf2/Col25a1	51
GO:0061049	cell growth involved in cardiac muscle cell development	13/2803	45/28814	0.00025016273388143	0.00232155490891157	0.00145831785881778	Rgs4/Nr3c1/Akap13/Pak1/Map2k4/Myocd/Adrb1/Yy1/Rgs2/Pdlim5/Cav3/Adra1b/Gsk3b	13
GO:0007589	body fluid secretion	24/2803	115/28814	0.000254126789431421	0.00235483261575812	0.00147922172544981	Tacr1/Socs2/Med1/Trpc1/Adora1/Chrm1/Cckar/Copa/Kalrn/Cav1/Vegfa/Hif1a/Gja1/Adrb1/Trp73/Gpat4/Neurog1/Rab14/Erbb4/Atp2b2/Foxb1/Stat5b/Slc4a5/Chrm3	24
GO:0070613	regulation of protein processing	17/2803	69/28814	0.000256133864580933	0.00236990427153858	0.001488689201193	Gsn/Astl/Thbs1/Spon1/Prkaca/Tmem98/Clec3b/Cntn2/Ldlrad3/Timm17a/Nlrc4/Tmem59/Fuz/Ctsz/Rfx4/Hpse/Serpinf2	17
GO:0007586	digestion	27/2803	136/28814	0.000257236485588125	0.00237657506788911	0.00149287955715364	Tacr1/Isx/Trpc1/Oprl1/Chrm1/Cckar/Slc5a1/Capn9/Copa/Vsig1/Ldlr/Ghsr/Adrb1/Nod2/Pgc/Tff1/Neurog1/Cyp7b1/Capn8/Muc4/Rsc1a1/Abcg2/Rbp4/Pnlip/Chrm3/Enpp7/Pbld1	27
GO:0099637	neurotransmitter receptor transport	10/2803	29/28814	0.000263109488718621	0.00240584843796014	0.00151126804247375	Nsg1/Cacng2/Grip1/Arhgap44/Stx3/Cacng5/Cacng4/Myo5b/Cacng3/Grip2	10
GO:0007033	vacuole organization	34/2803	187/28814	0.000263820868484145	0.00240881605286037	0.00151313219213935	Gaa/Gabarapl2/Pik3c3/P2rx7/Tfeb/Atg3/Hook1/Tcirg1/Atp2a2/Wipi1/Pip4k2b/Rab39/Fig4/Atg16l1/Becn1/Rab23/Abca1/Snx18/Stx12/Pla2g5/Rab14/Syt7/Rb1cc1/Srpx/Ulk3/Lyst/Man2a1/Trappc8/Fez1/Tbc1d14/Vps4a/Pik3c2b/Scfd1/Ext1	34
GO:0030865	cortical cytoskeleton organization	16/2803	63/28814	0.000265293207897399	0.00241165081106146	0.0015149128859727	Rnd1/Ikbkb/Fmnl2/Rhobtb1/Rhoq/Ect2/Racgap1/Anln/Synpo/4930544G11Rik/Nckap1l/Rhof/Rhob/Rnd2/Rock2/Dlg1	16
GO:0061448	connective tissue development	48/2803	295/28814	0.000276436362598519	0.00249835882423945	0.00156937976230402	Anxa6/Chst11/Pkdcc/Lrp6/Thbs1/Acan/Col2a1/Foxa2/Rasal2/Lnpk/Rara/Spg20/Hif1a/Snai1/Nog/Ddrgk1/Pgrmc2/C3ar1/Gnas/Arid5b/Mycn/Ctnnb1/Zbtb16/Itgb3/Arrdc3/Serpinh1/Gli3/Mgp/Pthlh/Id2/Pbxip1/Nr1h4/Pdgfb/Tgfbr2/Rarb/Il6ra/Gdf5/Prkg2/Smad1/Lrp5/Smad7/Osr2/Poc1a/Por/Tgfbr1/Ext1/Carm1/Sox5	48
GO:0006906	vesicle fusion	23/2803	109/28814	0.000285877522722927	0.00257994106376184	0.00162062681073745	Bet1/Vamp4/Gosr2/Vps8/Sox30/Cplx2/Rab8b/Syt13/Uso1/Pip4k2b/Stx3/Grik5/Vamp1/Rab39/Doc2b/Plekhm1/Vps41/Stx12/Pla2g5/Syt7/Anxa1/Cplx3/Vps4a	23
GO:1901214	regulation of neuron death	60/2803	392/28814	0.00028870609635205	0.00260169734006398	0.00163429332629175	Angpt1/C1qa/Nefl/Star/Adora1/Ngfr/Nr3c1/Rilpl1/Ntrk1/Tox3/Il6/Map2k4/Hdac4/Ddr2/Grm7/Vegfa/Ikbkb/Crhr1/Kif14/Pak3/Jun/Hif1a/Kdm2b/Ptprf/Epor/Stambp/Fis1/Vstm2l/Mapk8/Trp73/Grik5/Ctnnb1/F2r/Adora2a/Clu/Picalm/Fbxw7/Rest/Sncb/Bdnf/Ap2b1/Unc5b/Ntf3/Chga/App/Chrna7/Clcf1/Braf/Nqo2/Foxb1/Gdf5/Ctsz/Lancl1/Cntfr/Cdc42/Nrp1/Ptk2b/Gsk3b/Srpk2/Ddit4	60
GO:1901617	organic hydroxy compound biosynthetic process	40/2803	234/28814	0.000309551562794006	0.00277349292304788	0.00174220917431659	Th/Avpr1b/Star/Trpc1/Hsd17b7/Itpkb/Insm1/Mvk/Ces1d/Ces1e/Slc24a5/H6pd/Hmgcr/Ddc/Snai1/Hdc/Itpkc/Ipmk/Dkk3/Cacna1h/Kl/Fgf1/Pmvk/Rest/Nfkb1/Gpr37/Cyp7b1/Stard4/Ces1f/Cftr/Prkaa2/Ntsr1/Por/Ptk2b/Moxd1/Dct/Hmgcs1/Sptssa/Gch1/Lbr	40
GO:0050673	epithelial cell proliferation	70/2803	476/28814	0.000317136674348664	0.00283737079190967	0.00178233496956993	Tacr1/Med1/Uhrf1/Il12b/Clec12b/Azin1/Ang4/Atoh8/Ngfr/Lrp6/Thbs1/Arg1/Cav1/Zfp703/Il6/Vegfa/Jun/Ccl24/Nog/Ptprn/Emc10/Cdkn1c/Pdcl3/Gja1/Ghsr/Vash1/Sav1/Adam17/Alox5/Il12a/Ctnnb1/Tcf7l2/Ptn/Itgb3/Mcc/Nod2/Fgf1/Wfdc1/Hmgb2/Id2/Ern1/Pdgfb/Cyp7b1/Erbb4/Ppp1r16b/Aimp1/Maged1/Eya1/Igfbp3/Pold4/Tgfa/Gdf5/Sfrp1/Pik3cd/Stxbp4/Tbx1/Robo1/Ptprk/Pgr/Map2k5/Stat1/Osr2/Cdc42/Tgfbr1/Sema5a/Tcf19/Dlg1/Kit/Akt3/Ptprm	70
GO:1903115	regulation of actin filament-based movement	13/2803	46/28814	0.000317925961870755	0.00284035145562294	0.00178420731603372	Adora1/Cav1/Akap9/Gja5/Atp2a2/Adrb1/Cacna1h/Cav3/Atp1a2/Kcnj2/Ank2/Cacna1c/Dlg1	13
GO:0048284	organelle fusion	28/2803	145/28814	0.000323006136241319	0.0028766550194404	0.00180701191791951	Bet1/Vamp4/Gosr2/Vps8/Sox30/Thg1l/Cplx2/Rab8b/Syt13/Uso1/Fis1/Adck1/Pip4k2b/Mff/Stx3/Grik5/Vamp1/Rab39/Doc2b/Plekhm1/Vps41/Stx12/Pla2g5/Mtch2/Syt7/Anxa1/Cplx3/Vps4a	28
GO:1905953	negative regulation of lipid localization	14/2803	52/28814	0.000329853354640004	0.0029048534744336	0.00182472517998787	Itgav/Thbs1/Ces1d/Ces1e/Abhd5/Apoc1/Fis1/Nfkbia/Ttc39b/Itgb3/Crp/Hbp1/Igfbp3/Ces1f	14
GO:0000910	cytokinesis	33/2803	182/28814	0.000339133504023517	0.00295836643313772	0.00185834010895502	Mei1/Drd2/Pik3c3/Pik3r4/Cdc6/Spg20/Zfp365/Kif14/Stambp/Ect2/Racgap1/Prpf40a/Cenpa/Becn1/Setd2/Calm1/Snx18/Shcbp1l/Pkn2/Anln/Dctn3/Cspp1/Prc1/Map9/E2f7/Plk3/Igf1r/Cdc42/Anxa11/Vps4a/Rhob/Unc119/Rock2	33
GO:0000819	sister chromatid segregation	34/2803	190/28814	0.000358174415180107	0.00310201958738042	0.00194857788860153	Kif18b/Hdac8/Kif2c/Smc2/Cdc6/Kif14/Hnrnpu/Esco1/Smc1a/Anapc4/Nek6/Hormad1/Racgap1/Zw10/Ctnnb1/Lcmt1/Becn1/Pinx1/Tnks/Fbxw7/Anapc5/Dsn1/Cdc23/Prc1/Stag1/Bub1b/Ttk/Cdca8/Tubg1/Tubg2/Usp44/Vps4a/Akap8l/Ncapd3	34
GO:0043523	regulation of neuron apoptotic process	46/2803	283/28814	0.000374308160926638	0.00319393660269863	0.00200631687399155	Angpt1/Nefl/Star/Ngfr/Nr3c1/Ntrk1/Tox3/Map2k4/Hdac4/Grm7/Vegfa/Kif14/Pak3/Jun/Hif1a/Kdm2b/Ptprf/Epor/Stambp/Fis1/Vstm2l/Mapk8/Trp73/Grik5/Ctnnb1/F2r/Adora2a/Fbxw7/Sncb/Bdnf/Unc5b/Ntf3/App/Clcf1/Braf/Nqo2/Foxb1/Gdf5/Ctsz/Lancl1/Cntfr/Cdc42/Nrp1/Ptk2b/Gsk3b/Srpk2	46
GO:0010762	regulation of fibroblast migration	12/2803	41/28814	0.000375968448655548	0.00319393660269863	0.00200631687399155	Rcc2/Slc8a1/Thbs1/Cygb/Pak1/Coro1c/Ddr2/Pak3/Adipor2/Itgb3/Ptk2/Braf	12
GO:0030004	cellular monovalent inorganic cation homeostasis	23/2803	111/28814	0.000376940442383865	0.00319783124621843	0.00200876334991889	Clic4/Atp4a/Atp6v0a2/Tesc/Slc8a1/Atp4b/Lacc1/Tcirg1/Hvcn1/Slc9a8/Rab39/Tmprss3/Atp1a4/Atp1a2/Slc4a8/Car2/Cftr/Atp6v0a1/Atp1b1/Sgk1/Slc4a5/Slc9a6/Ube3a	23
GO:0050900	leukocyte migration	58/2803	380/28814	0.000387721557636453	0.00328035616766602	0.00206060255746147	Tacr1/Capn1/Adora1/Thbs1/Ptpro/Gpr35/Csf3r/Ripor2/Selplg/Vegfa/Msn/Prss56/Ccl24/Foxj1/C3ar1/Jam3/Adam17/Ffar2/Alox5/Il12a/Csf1r/Ptn/Itgb3/Gbf1/Ptk2/Fadd/Nod2/Cxcl14/Spns2/Lyn/Edn2/Saa2/Pdgfb/Mcu/Itgal/Cyp7b1/Aimp1/Chga/App/Adtrp/Anxa1/Stat5b/Nckap1l/Lyst/Pycard/Artn/Crk/Cdc42/Ppib/Ptk2b/Eps8/Tlr2/Ccl28/Cd9/Jam2/Cxcl1/Ext1/Kit	58
GO:0051148	negative regulation of muscle cell differentiation	16/2803	65/28814	0.000389173872351347	0.00328817598796722	0.00206551468922032	Rgs4/Pak1/Hdac4/Myocd/Smad4/Yy1/Rgs2/Id2/Pdgfb/Cav3/Tmem119/Bdnf/Hdac5/Smad1/Rcan1/Nfatc3	16
GO:0032886	regulation of microtubule-based process	44/2803	268/28814	0.000397818289853668	0.00334758714989026	0.00210283465874286	Tacr1/Hdgfl3/Mdm1/Mark4/Azin1/Ccdc40/Taok1/Cfap43/Cep120/Bicd2/Cav1/Akap9/Pak1/Ripor2/Tacc1/Hnrnpu/Hap1/Cfap45/Mapk8/Gpsm2/Cyld/Map6/Kif9/Clasp1/Specc1l/Ccdc39/Nav3/Cav3/D7Ertd443e/Tacc2/Trim37/Map9/Prkaa2/Sgk1/Dnah11/Fez1/Poc1a/Map1b/Ska1/Anxa5/Met/Gsk3b/Rock2/Mpdz	44
GO:0043467	regulation of generation of precursor metabolites and energy	28/2803	147/28814	0.000407614461786588	0.00341157964186167	0.00214303245613888	Myog/P2rx7/Slc2a6/Prkaca/Hdac4/Gadd45gip1/Hif1a/Ogt/C1qtnf2/Ppp1r3a/Pde12/Alox5/Entpd5/Prkag2/Pde2a/Ide/App/Mtch2/Adra1b/Cdk1/Prkaa2/Phlda2/Ppif/Esrrb/Prelid1/Gck/Irs1/Ddit4	28
GO:0006399	tRNA metabolic process	31/2803	169/28814	0.000410341280775081	0.00342519457826599	0.00215158487280965	Exosc9/Mettl2/Mocs3/Adat1/Zbtb8os/Nars2/Polr3k/Nsun6/Thg1l/Fars2/Grsf1/Tyw3/Trmo/Pus7/Wars2/Rars/Exosc2/Pop5/Dars/Tarsl2/Trit1/Tars2/Cars/Lars/Lars2/Ddx1/Trmt10b/Dus4l/Lsm6/Elp3/Tarbp1	31
GO:0006694	steroid biosynthetic process	31/2803	169/28814	0.000410341280775081	0.00342519457826599	0.00215158487280965	Med1/Star/Hsd17b7/Cga/Mvk/Acbd3/Nr3c1/Ces1d/Ces1e/H6pd/Hmgcr/Snai1/Ddx20/Dkk3/Cyp11a1/Fdx1/Cacna1h/Fgf1/Pmvk/Rest/Nfkb1/Cyp7b1/Stard4/Ces1f/Cftr/Prkaa2/Igf1r/Igfbp7/Por/Hmgcs1/Lbr	31
GO:0044264	cellular polysaccharide metabolic process	21/2803	98/28814	0.000414077096221382	0.00344713646814244	0.00216536798418049	B4galt5/Gaa/Ndst4/Hs2st1/C1qtnf2/Ppp1r3a/Adrb1/B3gnt2/Tcf7l2/Prkag2/B3gnt9/Pygl/Pcdh12/Rb1cc1/Adra1b/Phlda2/Esrrb/Gck/Gsk3b/Irs1/Ext1	21
GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	7/2803	16/28814	0.000423542498921595	0.0035118497214178	0.00220601853807926	Cav1/Akap13/Gnai2/Rgs2/Rap1gds1/Chga/Cdc42	7
GO:0022404	molting cycle process	24/2803	119/28814	0.000433000799080961	0.00357125294818165	0.00224333352301827	Lamc1/Lrp4/Edar/Ngfr/Vangl2/Snai1/Krt25/Lrig1/Sav1/Foxe1/Gnas/Dlx3/Ctnnb1/Smad4/Ldb1/Fzd3/Sos1/Apcdd1/Fuz/Fzd6/Foxn1/Hpse/Mysm1/Ext1	24
GO:0022405	hair cycle process	24/2803	119/28814	0.000433000799080961	0.00357125294818165	0.00224333352301827	Lamc1/Lrp4/Edar/Ngfr/Vangl2/Snai1/Krt25/Lrig1/Sav1/Foxe1/Gnas/Dlx3/Ctnnb1/Smad4/Ldb1/Fzd3/Sos1/Apcdd1/Fuz/Fzd6/Foxn1/Hpse/Mysm1/Ext1	24
GO:0009266	response to temperature stimulus	31/2803	170/28814	0.000455886400387614	0.0037352692305443	0.00234636269229969	Tacr1/Rasa3/Adora1/Cckar/Ngfr/Prrxl1/Stac/Ces1d/Prkaca/Ntrk1/Acot11/Metrnl/Pdcl3/Adrb1/Ier5/Mapk8/Dhx36/Slu7/Fgf1/Dhx9/Prdm12/Clpb/Acadl/Chrna7/Hspa4/Ntsr1/Adrb2/Ywhae/Zfp709/Xylt1/Eif2b2	31
GO:0097305	response to alcohol	39/2803	231/28814	0.000470667607972612	0.00383117280371955	0.00240660589092016	Tacr1/Th/Brca1/Hdac8/Drd2/Lrp6/Apobec1/Grin3a/Blm/Ces1d/Ces1e/Rara/Itpr2/Crhr1/Cnr1/Adcy2/Gnas/Aacs/Ctnnb1/Adcy8/Fdx1/Chrnb2/Got2/Lancl2/Adcy3/Chrna7/Tgfbr2/Ces1f/Cftr/Lct/Cdk1/Prkaa2/Igf1r/Sgk1/Fancb/Gramd1c/Tgfbr1/Eps8/Abat	39
GO:0051402	neuron apoptotic process	50/2803	318/28814	0.000475160391349015	0.00385862411412201	0.00242384982344753	Angpt1/Nefl/Star/Ngfr/Nr3c1/Ntrk1/Tox3/Map2k4/Hdac4/Grm7/Vegfa/Kif14/Pak3/Jun/Hif1a/Kdm2b/Ptprf/Epor/Stambp/Fis1/Vstm2l/Mapk8/Trp73/Grik5/Tnfrsf21/Ctnnb1/F2r/Fadd/Adora2a/Apaf1/Fbxw7/Sncb/Bdnf/Unc5b/Ntf3/App/Clcf1/Braf/Nqo2/Foxb1/Gdf5/Ctsz/Lancl1/Cntfr/Cdc42/Nrp1/Ptk2b/Gsk3b/Srpk2/Trpc5	50
GO:0032411	positive regulation of transporter activity	26/2803	134/28814	0.000479954587429173	0.00387336830111936	0.00243311159499962	Kcnc2/Stim2/Amigo1/Tesc/Cacng2/Stac/Akap9/Ikbkb/Hap1/Adrb1/Cnksr3/Ctss/Alox5/Htr3a/Calm1/Cacng4/Cacng3/Ephb2/Cftr/Atp1b1/Ntsr1/Kcne3/Adrb2/Tcaf1/Cacna2d1/Ank2	26
GO:0030323	respiratory tube development	40/2803	239/28814	0.000480827637187291	0.00387336830111936	0.00243311159499962	Ccdc40/Foxp4/Tmem38b/Nkiras1/Pkdcc/Chil1/Foxa2/Vangl2/Hopx/Vegfa/Nog/Myocd/Foxj1/Sav1/Ncor2/Mycn/Ctnnb1/Gpsm2/Spry1/Gli3/Fgf1/Mgp/Pthlh/Ccdc39/Pcsk5/Edn2/Fbxw7/Nkiras2/Tgfbr2/Man1a2/Eya1/Cftr/Fndc3b/Ywhaz/Ctsz/Man2a1/Pgr/Cdc42/Rbp4/Ext1	40
GO:0008637	apoptotic mitochondrial changes	24/2803	120/28814	0.000492103188557905	0.00390647357183722	0.0024539071434157	Pdcd5/Higd1a/Atg3/Rhot1/Psmd10/Map3k1/Jun/Slc25a5/Slc35f6/Fis1/Trp73/Mff/Ndufs1/Fxn/Erbb4/Plscr3/Mtch2/Stpg1/Bmf/Rnf7/Ppif/Pycard/Prelid1/Gsk3b	24
GO:0001675	acrosome assembly	8/2803	21/28814	0.000505171217630919	0.00397184491437845	0.00249497108548179	Nectin2/Sox30/Rfx2/Sec23ip/Zpbp2/Spink2/Acrbp/Eqtn	8
GO:0007018	microtubule-based movement	63/2803	426/28814	0.000528507409842677	0.00412407975073978	0.0025905995712642	Tacr1/Hydin/Ttll8/Agtpbp1/Kif18b/Nefl/Ift27/Ccdc40/Prss55/Kif2c/Cfap43/Rfx3/Tekt5/Cacna1e/Bicd2/Agbl4/Rhot1/Tekt1/Cfap58/Tcte1/Map4/Kif14/Rab21/Hnrnpu/Hap1/Hif1a/Bicdl1/Cfap45/Bloc1s4/Akap4/Tekt4/Dnah12/Ift22/Ift81/Kif2b/Mns1/Ing2/Map6/Dynlrb1/Kif9/Ccdc39/Insl6/Kif16b/Atp1a4/Bloc1s3/Adcy3/Cluap1/App/Chrna7/Slc22a16/Tmem108/Dnah2/Tmem201/Dnah11/Fez1/Kif1b/Cdc42/Map1b/Dync2li1/Anxa5/Met/Kif13b/Wdr19	63
GO:0062197	cellular response to chemical stress	52/2803	336/28814	0.000542662906519908	0.00421867904981207	0.00265002347148693	Capn1/Mapkap1/Bdkrb2/Efhd1/Slc8a1/Ngfr/Cav1/Pyroxd1/Il6/Selenos/Ddr2/Jun/Hif1a/Ngb/Sin3a/Xrcc5/Epor/Atp2a2/Nfe2l2/Mapk8/D1Pas1/Ect2/Alox5/Endog/Tmem161a/Ctnnb1/Dhrs2/Fbxw7/Rest/Gpr37/Micu1/Fxn/Pnpla8/App/Mgst1/Sesn2/Anxa1/Serpinb6a/Prkaa2/Prkg2/Lancl1/Ptprk/Rnf7/Ppif/Ddias/Pdk1/Met/Rhob/Brf2/Agap3/Mylk/Gch1	52
